p
20000	MJ030312	MJ030312 MJ030313 MJ056848
20001	MJ030314
5217	MJ007478	shs4027	nnt:14267	nnt:21704
5218	MJ007479	shs21191
521D	MJ007483	shs2419		nnt:20943 nnt:27045
5222	MJ007489	shs21192
5224	MJ007491	shs3409 shs13985 MJ007491 MJ007493 MJ007492
5225	MJ007494	shs3612 MJ007494 u5225-ue0102
5226	MJ007496	shs19184
5228	MJ007498	shs19185
5229	MJ007499	shs3938	akr:14558
522A	MJ007500	shs4255
522B	MJ007501	shs19186		@ nnt:28878
522E	MJ007502	shs4256
5230	MJ007504	shs3192
5231	MJ007505	shs19187
5232	MJ007506	shs19188
5233	MJ007507	shs4257
5235	MJ007509	shs19189
5236	MJ007510	shs2637
5237	MJ007511	shs2158
5238	MJ007512	shs1866 shs13749 MJ007512 MJ007513
5239	MJ007514	shs4258
523A	MJ007515	shs2199	akr:14566
523B	MJ007516	shs2049 MJ007516 MJ007517	cns:2F820
523C	MJ007518	shs19190
5243	MJ007520	shs3074
5244	MJ007521	shs4260
5245	MJ007522	shs21193
5246	MJ007523		cns:2F821
5247	MJ007524	shs2823
5249	MJ007526	shs14358
524A	MJ007528	shs2143 shs13789 MJ007528 MJ007527
524B	MJ007529	shs4261
524C	MJ007530	shs4262
524D	MJ007532	shs2738 shs13889 MJ007532 MJ007531
524F	MJ007534	shs4259 MJ007534 MJ007535
5254	MJ007538	shs4264
5255	MJ007539	shs17313
5256	MJ007540	shs3684
5257	MJ007541	shs16796
5258	MJ007542	shs21194
525A	MJ007544	shs19191
525B	MJ007545	shs2038
525C	MJ007546	shs17314
525D	MJ007547	shs7774
525E	MJ007548	shs4263
525F	MJ007549	shs21195
5260	MJ007550	shs19192
5261	MJ007551	shs14359
5263	MJ007553	shs1867
5264	MJ007554	shs2126 shs20084
5265	MJ007555	shs3363
5266	MJ007556	shs14360
5269	MJ007559	shs4267
526A	MJ007560	shs4265 MJ007560 MJ007561
526C	MJ007563	shs17315
526E	MJ007565	shs19193
526F	MJ007566	shs3565
5270	MJ007567	shs2514
5271	MJ007568	shs4274 shs20085 MJ007568 MJ007569 MJ007568 MJ007570
5272	MJ007571	shs13684 shs1474 shs20086 MJ007571 MJ007572 MJ007573	cns:2F822
5273	MJ007574	shs4268 MJ007574 MJ007575
5274	MJ007576	shs4266
5275	MJ007577	shs2769 shs7723 MJ007577 MJ007578
5277	MJ007580	shs17316	cns:2F823
5278	MJ007582	shs19194
5279	MJ007583	shs19195
527D	MJ007587	shs4270
527F	MJ007589	shs4269 MJ007589 MJ007590
5280	MJ007591	shs21196
5282	MJ007593	shs17318
5283	MJ007594	shs1442 MJ007594 MJ007595
5284	MJ007596	shs17317
5285	MJ007597	shs21197
5287	MJ007599	shs1846
5288	MJ007600	shs4275
5289	MJ007602	shs3957 MJ007602 MJ007601 MJ057057	akr:14589
528A	MJ007603	shs19196
528C	MJ007605	shs19197
528D	MJ007606	shs4271 shs14106 MJ007606 u528d-ue0103
5291	MJ007609	shs4276 MJ007609 MJ007610
5292	MJ007611	shs4273 MJ007611 MJ007612
5293	MJ007613	shs14361
5294	MJ007614	shs4272 MJ007614 u5294-ue0102 MJ007614 MJ007615		@ nnt:25803
5295	MJ007616	shs21198
5296	MJ007617	shs21199
5297	MJ007618	shs21200
5298	MJ007619	shs17320 MJ007619 MJ007620
529A	MJ007622	shs21201
529B	MJ007623	shs3991	nnt:14264
529C	MJ007624	shs8399
529F	MJ007627	shs1965
52A0	MJ007628	shs1347
52A3	MJ007629	shs4028	nnt:14268
52A4	MJ007630	shs17322
52A5	MJ007631	shs21202
52A6	MJ007632	shs8400
52A7	MJ007633	shs21203
52A9	MJ007634	shs2431 MJ007634 MJ057064
52AA	MJ007635	shs3154
52AB	MJ007636	shs2039
52AC	MJ007637	shs4279
52AD	MJ007638	shs4280
52AF	MJ007640	shs8573
52B0	MJ007641	shs21204
52B1	MJ007642	shs4013
52B3	MJ007643		cns:2F992
52B4	MJ007644	shs4049
52B5	MJ007645	shs4282 MJ007645 MJ007646
52B6	MJ007647	shs21205
52B7	MJ007648	shs21206
52B8	MJ007649	shs21207
52B9	MJ007650	shs1966
52BA	MJ007651	shs17323
52BB	MJ007652	shs17324
52BC	MJ007653	shs4281
52BD	MJ007654	shs21208
52BE	MJ007655	shs1421 MJ007655 MJ007656
52C0	MJ007658	shs8401
52C1	MJ007659	shs4283 MJ007659 u52c1-ue0102
52C3	MJ007662	shs3716 MJ007662 MJ057070
52C4	MJ007663	shs21209 MJ007663 u52c4-ue0102
52C5	MJ007664	shs3032
52C6	MJ007665	shs21210 MJ007665 MJ007666
52C7	MJ007668	shs3856 shs14070 MJ007668 MJ007667	ufa76-kp cns:2F825
52C8	MJ007669	shs14362
52C9	MJ007670	shs13385 shs3625 MJ007670 MJ030247	MJ030247 cns:2F826
52CA	MJ007671	shs17325
52CC	MJ007672	shs16797 MJ007672 MJ007673 u52cc-ue0103 MJ007674 heisei-tk01010740 u52cc-ue0106 u52cc-ue0107
52CD	MJ007681	shs4284
52CF	MJ007684	shs21211
52D0	MJ007685	shs14056
52D1	MJ007686	shs17326
52D2	MJ007687	shs7150 MJ007687 MJ007688	akr:14608	@ nnt:26020
52D4	MJ007690	shs21212
52D5	MJ007691	shs3208
52D6	MJ007692	shs16798 MJ007692 MJ007693
52D7	MJ007695	shs4285 shs14107 MJ007695 MJ007694
52D8	MJ007696	shs1510 MJ007696 MJ059386 MJ059387 u52d8-ue0104
52D9	MJ007697	shs3775		@ nnt:26099
52DB	MJ007698	shs8402 MJ007698 u52db-ue0102
52DC	MJ007699	shs21213
52DD	MJ007701	shs2441 shs13829 MJ007701 MJ007700
52DE	MJ007702	shs4286	shs4286
52DF	MJ007703	shs3639 MJ007703 MJ007704 u52df-ue0103
52E0	MJ007705	shs4290 MJ007705 MJ007706
52E1	MJ007707	shs19198
52E2	MJ007708	shs2638 shs13866
52E3	MJ007709	shs4287
52E4	MJ007710	shs1736 shs13338 MJ007710 MJ030248 MJ059388 MJ059389 u52e4-ue0106 u52e4-ue0107 u52e4-ue0108	MJ030248 cns:2F827
52E5	MJ007712	shs21214 MJ007712 u52e5-ue0102
52E6	MJ007714	shs4288 MJ007714 MJ007715
52E7	MJ007716	shs1511
52E8	MJ007717	shs21215 MJ007717 MJ007718
52E9	MJ007719	shs19199
52EA	MJ007720	shs21216
52EC	MJ007722	shs21217 MJ007722 MJ007723
52F0	MJ007728	shs14363
52F1	MJ007729	shs19200 MJ007729 MJ007730
52F2	MJ007731	shs1796 MJ007731 MJ007732
52F3	MJ007733	shs4291 MJ007733 MJ007734
52F4	MJ007735	shs21218
52F5	MJ007736	shs4292 MJ007736 MJ007737	akr:14621
52F6	MJ007738	shs21219
52F7	MJ007739	shs17328
52F8	MJ007740	shs4293 MJ007740 MJ007741 u52f8-ue0103
52F9	MJ007742	shs4294 MJ007742 MJ007743
52FA	MJ007745	shs13807 shs2311 MJ007745 MJ007744	ufa77-kp cns:2F828
52FB	MJ007746	shs16799
52FE	MJ007749	shs1967
52FF	MJ007750	shs3818		@ nnt:26264
5300	MJ007751	shs8403 shs14287
5301	MJ007752	shs3828
5302	MJ007753	shs3279
5303	MJ007754	shs19201
5305	MJ007758	shs3649 shs14019 MJ007758 MJ007757	cns:2F829
5306	MJ007760	shs4295 MJ007760 MJ007759	cns:2F82A
5307	MJ007762	shs20301 shs8404 MJ007761 MJ007762
5308	MJ007763	shs4296 MJ007763 MJ057079 MJ057080 MJ057081
530A	MJ007765	shs14364
530B	MJ007766	shs14365 MJ007766 MJ057082 MJ057083
530C	MJ007767	shs21220
530D	MJ007768	shs4298
530F	MJ007770	shs4300 MJ007770 MJ007771
5310	MJ007772	shs4299
5311	MJ007773	shs19202
5313	MJ007775	shs21221
5315	MJ007777	shs4301 shs7983
5316	MJ007779	shs1341 shs13665 MJ007779 MJ007778
5317	MJ007780	shs3706 MJ007780 MJ007781	akr:14634 cns:2F82B
5318	MJ007782	shs21222
5319	MJ007783	shs2156
531A	MJ007784	shs4302
531B	MJ007785	shs21223
531C	MJ007786	shs16800
531D	MJ007787	shs2779		@ nnt:27058
531E	MJ007788	shs21224
531F	MJ007789	shs19203
5320	MJ007790	shs2442
5321	MJ007791	shs1697
5323	MJ007793	shs4303
5324	MJ007794	shs8405 MJ007794 u5324-ue0102
5325	MJ007796	shs21225
5327	MJ007797	shs21226
5328	MJ007798	shs21227
5329	MJ007799	shs21228
532A	MJ007800	shs3439
532B	MJ007801	shs21229
532C	MJ007802	shs21230 MJ007802 MJ007803
532D	MJ007804	shs19204
532F	MJ007805	shs4304
5330	MJ007806	shs21231
5331	MJ007807	shs4305
5332	MJ007808	shs19205
5333	MJ007809	shs4306
5335	MJ007811	shs17329 MJ007811 MJ007812
5338	MJ007816	shs4307
5339	MJ007818	shs3478 shs13994 MJ007818 MJ007817
533A	MJ007819	shs1760
533B	MJ007820	shs1193 MJ007820 MJ007821
533C	MJ007822	shs21232 MJ007822 MJ007823 MJ007824
533D	MJ007825	shs19206 MJ007825 MJ007826
533E	MJ007827	shs14366 MJ007827 MJ007828 MJ007829
533F	MJ007830	shs3223 shs20087 MJ007830 MJ007831	akr:14642
5340	MJ007832	shs4308 shs13524 MJ007832 MJ007833
5341	MJ007834	shs2375
5342	MJ007835	shs17330
5343	MJ007836	shs2701
5345	MJ007838	shs4310 MJ007838 MJ057092
5346	MJ007839	shs4309
5347	MJ007840	shs2443 MJ007840 u5347-ue0102 u5347-ue0103 u5347-ue0104
5348	MJ007841	shs1941		nnt:20281 nnt:28720
5349	MJ007842	shs4312	cns:2F82C
534A	MJ007844	shs3410 shs13986 MJ007844 MJ007843
534B	MJ007845	shs14368 MJ007845 u534b-ue0102
534C	MJ007847	shs14367
534D	MJ007848	shs4313
5351	MJ007851	shs13378 shs3440 MJ007851 MJ030249	MJ030249 cns:2F82D
5352	MJ007852	shs2836 MJ007852 MJ007853		nnt:28706 nnt:26487
5353	MJ007854	shs2894
5354	MJ007855	shs1696
5357	MJ007856	shs3270		nnt:21271
5358	MJ007857	shs2927
5359	MJ007858	shs21233
535A	MJ007860	shs3364 shs13976 MJ007860 MJ007862 MJ007859 MJ059398 MJ007861 u535a-ue0107 g436 u535a-ue0109 MJ059399 MJ059400	cns:2F82E
535B	MJ007865	shs21234
535C	MJ007866	shs3708
535E	MJ007868	shs4315 MJ007868 MJ007869
5360	MJ007871	shs2702
5361	MJ007872	shs14369
5363	MJ007874	shs16801
5365	MJ007876	shs19207 shs21235
5366	MJ007877	shs1803		@ nnt:28602
5367	MJ007878	shs17333
5369	MJ007880	shs4316
536C	MJ007882	shs14370
536D	MJ007883	shs19208
536E	MJ007884	shs4317
536F	MJ007885	shs1230 MJ007885 MJ057108
5370	MJ007886	shs1209
5371	MJ007888	shs1577 shs13696 MJ007888 MJ007889 MJ007887		@ nnt:28185
5372	MJ007890	shs8406
5374	MJ007894	shs1643
5375	MJ007895	shs3931	akr:14667
5377	MJ007897	shs4320 MJ007897 MJ007898 MJ007900 MJ057415 u5377-ue0105 MJ007899
5378	MJ007903	shs1335 shs13663 MJ007902 MJ007903
5379	MJ007904	shs19209
537A	MJ007905	shs17334
537B	MJ007906	shs4319 MJ007906 MJ007907
537D	MJ007909	shs13365 MJ007909 MJ007893	cns:2F830
537E	MJ007910	shs19210
537F	MJ007911	shs13719 shs1698 shs7661 MJ007911 MJ007915 MJ007913 MJ007914 MJ007912 akr:14670 akr:22462	cns:2F831 cns:2F832 cns:2F833
5382	MJ007917	shs4321
5383	MJ007918	shs21236
5384	MJ007919	shs3837 MJ007919 u5384-ue0102
5387	MJ007922	shs21237
5388	MJ007923	shs21238
5389	MJ007924	shs14288
538E	MJ007926	shs21239
5393	MJ007929	shs8407
5394	MJ007930	shs19211
5396	MJ007931	shs4322 MJ007931 MJ007932
5398	MJ007934	shs3994
5399	MJ007935	shs19212
539A	MJ007936	shs1968
539D	MJ007938	shs16802
539F	MJ007940	shs1898
53A0	MJ007941	shs4323
53A1	MJ007942	shs21240
53A4	MJ007943	shs17335
53A5	MJ007944	shs4325 MJ007944 MJ057119
53A6	MJ007945	shs4324
53A8	MJ007947	shs2597
53A9	MJ007948	shs1243 shs7640 shs7964 shs13412 shs13647 shs20271 MJ007948 MJ007953 MJ007951 MJ007950 MJ007952 MJ007955 MJ007949 MJ007954
53AA	MJ007956	shs19213
53AB	MJ007957	shs14371
53AD	MJ007959	shs1280
53AE	MJ007960	shs4326
53AF	MJ007961	shs19214
53B0	MJ007962	shs4327 MJ007962 MJ007963
53B2	MJ007966	shs8408 MJ007966 MJ007965
53B3	MJ007967	shs1899
53B4	MJ007968	shs17336
53B5	MJ007969	shs21241
53B6	MJ007970	shs4328
53B7	MJ007971	shs17338 MJ007971 u53b7-ue0102
53B8	MJ007972	shs21242
53BA	MJ007974	shs19215
53BB	MJ007975	shs1672
53BD	MJ007976	shs21243
53C0	MJ007979	shs17339
53C1	MJ007980	shs19216
53C2	MJ007981	shs2176
53C3	MJ007982	shs4329	akr:14681
53C4	MJ007983	shs19217
53C5	MJ007984	shs19218
53C8	MJ007985	shs3746 MJ007985 MJ007986
53C9	MJ007988	shs2085 shs20281 MJ007987 MJ007988
53CA	MJ007990	shs1652 shs13710 MJ007990 MJ007989 u53ca-ue0104	cns:2F836	@ nnt:23791
53CB	MJ007992	shs3857
53CC	MJ007993	shs2770
53CD	MJ007994	shs3411
53CE	MJ007996	shs2345 shs13455 MJ007995 MJ007996
53CF	MJ007997	shs21244
53D2	MJ007999	shs21245
53D3	MJ008000	shs21246 MJ008000 u53d3-ue0102
53D4	MJ008002	shs2385 MJ008002 MJ057135
53D5	MJ008003	shs17343
53D6	MJ008004	shs2324
53D7	MJ008005	shs2337 shs13813
53D9	MJ008007	shs2432
53DA	MJ008008	shs14372
53DB	MJ008010	shs3412 shs7978 MJ008010 MJ008009 MJ008011 MJ008012 MJ057140
53DD	MJ008014	shs8409 MJ008014 MJ008015
53DE	MJ008016	shs21247
53DF	shs4332	shs4332 shs14111 MJ008018 MJ008019 MJ008017	cns:2F837
53E0	MJ008020	shs19219 shs21248
53E1	MJ008021	shs1253
53E2	MJ008022	shs2771 MJ008022 u53e2-ue0102
53E3	MJ008023	shs1969
53E4	MJ008024	shs1913
53E5	MJ008025	shs1759	akr:14695
53E6	MJ008026	shs14373		nnt:27155
53E7	MJ008027	shs21249
53E8	MJ008028	shs4336
53E9	MJ008029	shs2911
53EA	MJ008030	shs2910
53EB	MJ008032	shs1699 MJ008032 MJ008031	cns:2F839
53EC	MJ008033	shs2444		@ nnt:23798
53ED	MJ008034	shs4337 MJ008034 MJ008035
53EE	MJ008036	shs4335
53EF	MJ008037	shs1348
53F0	MJ008038	shs2886		nnt:27159 nnt:26494
53F1	MJ008039	shs2276 shs7692 MJ008039 MJ008040	cns:2F83A
53F2	MJ008041	shs2201 shs13451 MJ008041 MJ008042
53F3	MJ008043	shs1224
53F4	MJ008044	shs17345
53F5	MJ008045	shs14374
53F6	MJ008046	shs1486
53F7	MJ008047	shs2040 MJ008047 MJ057144
53F8	MJ008048	shs2200
53FA	MJ008050	shs4338
5401	MJ008055	shs4339
5402	MJ008056	shs21250
5403	MJ008057	shs1635
5404	MJ008058	shs1444		@ nnt:23800
5406	MJ008060	MJ008060 MJ008061	cns:2F83B
5409	MJ008064	shs1634
540A	MJ008065	shs3067
540B	MJ008066	shs1223
540C	MJ008067	shs3209		@ nnt:28763
540D	MJ008068	shs3786		@ nnt:28764
540E	MJ008069	shs1971
540F	MJ008070	shs3939 shs13513 MJ008070 u540f-ue0103 MJ008071	akr:14715
5410	MJ008073	shs3137		@ nnt:28902
5411	MJ008074	shs1970
5412	MJ008075	shs16803
5413	MJ008076	shs19220
541A	MJ008080	shs21251
541B	MJ008081	shs1797 MJ008081 MJ008082
541D	MJ008084	shs4348 MJ008084 MJ008085	akr:14719	nnt:20305
541E	MJ008086	shs13964		@ nnt:28768
541F	MJ008087	shs1755 MJ008087 MJ059417
5420	MJ008088	shs3704
5421	MJ008089	shs21252
5424	MJ008092	shs17346
5426	MJ008094	shs3441
5427	MJ008095	shs14375
5428	MJ008096	shs17347
5429	MJ008097	shs4347 MJ008097 MJ008098
542A	MJ008099	shs19221
542B	MJ008100	shs1562 MJ008100 MJ057151
542C	MJ008101	shs4342
542D	MJ008102	shs4343
542E	MJ008103	shs4345
542F	MJ008104	shs21253 MJ008104 heisei-tk01013970 u542f-ue0103
5431	MJ008106	shs19222
5433	MJ008108	shs13760
5434	MJ008109	shs19223
5435	MJ008110	shs19224
5436	MJ008111	shs4346
5438	MJ008114	shs1653 shs13711 MJ008114 MJ008113	cns:2F83D	@ nnt:28769
5439	MJ008115	shs2599		@ nnt:26108
543B	MJ008117	shs3581
543C	MJ008118	shs4344
543D	MJ008119	shs4340
543E	MJ008120	shs1943 MJ008120 u543e-ue0102
543F	MJ008122	shs13775
5440	MJ008123	shs4341 shs20089 MJ008123 MJ008124
5442	MJ008126	shs4042	akr:14731	nnt:20303
5443	MJ008127	shs17349
5444	MJ008128	shs21254
5446	MJ008130	shs3650
5447	MJ008131	shs21255
5448	MJ008133	shs3076 shs13942 MJ008133 MJ008134 MJ008132	cns:2F83E	@ nnt:27167
5449	MJ008135	shs1942
544A	MJ008136	shs2050
544C	MJ008138	shs19225
544D	MJ008139	shs14376
544E	MJ008140	shs4349
544F	MJ008141	shs21256
5451	MJ008143	shs3253
5455	MJ008144	shs14115 MJ008144 MJ008145
545E	MJ008148	shs21257
545F	MJ008149	shs4353
5462	MJ008152	shs17350
5464	MJ008154	shs21258
5466	MJ008156	shs14377
5467	MJ008157	shs21259
5468	MJ008159	shs13815 shs2346 MJ008159 MJ008158	cns:2F83F
5469	MJ008160	shs21260
546A	MJ008161	shs2338
546B	MJ008162	shs14378
546C	MJ008163	shs17351
546D	MJ008164	shs21261
546E	MJ008165	shs21262
5470	MJ008167	shs4356
5471	MJ008169	shs4354 MJ008169 MJ008168
5473	MJ008171	shs3759		nnt:27169
5474	MJ008172	shs14379
5475	MJ008173	shs4351
5476	MJ008174	shs4360
5477	MJ008175	shs4355
547B	MJ008179	shs4358
547C	MJ008180	shs1914		@ nnt:26000
547D	MJ008181	shs3787
547F	MJ008183	shs16804
5480	MJ008184	shs4359
5481	MJ008185	shs21263
5483	MJ008187	shs21264
5484	MJ008188	shs4361
5485	MJ008189	shs21265 MJ008189 MJ008190
5486	MJ008191	shs4363 MJ008191 MJ008192
5488	MJ008194	shs16805
5489	MJ008195	shs21266
548A	MJ008196	shs8412 MJ008196 u548a-ue0102
548B	MJ008198	shs2144
548C	MJ008199	shs4072
548D	MJ008200	shs14380
548E	MJ008201	shs4352 MJ008201 MJ057147 MJ057149
548F	MJ008202	shs4350
5490	MJ008203	shs4362
5491	MJ008204	shs21267
5492	MJ008205	shs4357 MJ008205 u5492-ue0102
5495	MJ008209	shs17352
5496	MJ008210	shs14381
549C	MJ008211	shs8411
549E	MJ008212	MJ008213 MJ008212	cns:2F83C
549F	MJ008214	shs21268
54A0	MJ008215	shs17353
54A1	MJ008216	shs14382
54A2	MJ008217	shs4365 MJ008217 MJ008218	u2f840-h
54A4	MJ008220	shs4374
54A5	MJ008221	shs4367
54A6	MJ008222	shs17354
54A7	MJ008223	shs19226
54A8	MJ008224	shs4371
54A9	MJ008225	shs8413
54AA	MJ008226	shs19227
54AB	MJ008227	shs4372
54AC	MJ008228	shs4368 shs20277 MJ008228 MJ008229
54AD	MJ008230	shs14383
54AE	MJ008231	shs17355
54AF	MJ008232	shs4401
54B1	MJ008234	shs19228
54B2	MJ008236	shs2137 shs13788 MJ008236 MJ008235
54B3	MJ008237	shs1423
54B7	MJ008242	shs17356
54B8	MJ008243	shs4366
54B9	MJ008244	shs14384
54BA	MJ008245	shs17357
54BB	MJ008246	shs19229
54BC	MJ008247	shs4376 MJ008247 MJ057153 MJ057154
54BD	MJ008248	shs1210	akr:14754
54BE	MJ008249	shs4375
54BF	MJ008250	shs14385
54C0	MJ008251	shs1129
54C1	MJ008252	shs3516
54C2	MJ008253	shs4373
54C3	MJ008254	shs17358
54C4	MJ008255	shs4369
54C6	MJ008257	shs14386
54C7	MJ008258	shs4364
54C8	MJ008259	shs4370
54C9	MJ008260	shs2104 MJ008260 MJ008261
54CA	MJ008262	shs21269
54CD	MJ008264	shs14387
54CE	MJ008265	shs19230 MJ008265 MJ008266
54D8	MJ008268	shs4377
54E0	MJ008270	shs21270 MJ008270 MJ008271
54E1	MJ008272	shs1211		nnt:27171
54E2	MJ008273	shs4386
54E5	MJ008276	shs4378
54E6	MJ008277	shs4379
54E8	MJ008280	shs2445 shs7703 MJ008280 MJ008279
54EA	MJ008282	shs19231
54EC	MJ008284	shs17360
54ED	MJ008285	shs4384
54EE	MJ008286	shs4383
54EF	MJ008287	shs17361
54F1	MJ008289	shs17362
54F2	MJ008290	shs3113 MJ008290 MJ008291
54F3	MJ008292	shs17363
54F6	MJ008295	shs21271	cns:2F841
54FA	MJ008299	shs4385
54FC	MJ008301	shs19232
54FD	MJ008302	shs4382 MJ008302 MJ008303
54FE	MJ008304	shs21272 MJ008304 u54fe-ue0102
54FF	MJ008306	shs8414
5500	MJ008307	shs17364
5501	MJ008308	shs17365
5504	MJ008311	shs1238
5505	MJ008312	shs19233
5506	MJ008314	shs2086 MJ008314 MJ008313
5507	MJ008315	shs2550
5508	MJ008316	shs19234
5509	MJ008317	shs17366
550C	MJ008320	shs21273 MJ008320 MJ008321
550D	MJ008322	shs21274
550E	MJ008323	shs14388
550F	MJ008324	shs4380
5510	MJ008326	shs3164 shs13955 MJ008326 MJ008325	cns:2F842
5514	MJ008330	shs4381
5515	MJ008331	shs19235
5516	MJ008332	shs1126
5527	MJ008337	shs19236 MJ008337 u5527-ue0102
552A	MJ008339	shs19237
552B	MJ008340	shs14389
552E	MJ008344	shs4391
552F	MJ008345	shs3853
5531	MJ008347	shs2447
5532	MJ008348	shs21275
5533	MJ008349	shs4397 shs7819 shs14113 MJ008349 MJ008351 MJ008350
5535	MJ008353	shs14390
5536	MJ008354	shs19238
5538	MJ008356	shs4396
5539	MJ008357	shs4387 shs7818 MJ008357 MJ008358
553B	MJ008360	shs21276
553C	MJ008361	shs17367
553D	MJ008362	shs21277
553E	MJ008363	shs2851
5540	MJ008365	shs4388
5541	MJ008366	shs17368 MJ008366 u5541-ue0102
5544	MJ008370	shs2895 shs7730 MJ008370 MJ008374 MJ008372 MJ008371 MJ008373
5545	MJ008375	shs4393
5546	MJ008376	shs2446 shs13830 MJ008376 MJ008377 MJ057166
5547	MJ008378	shs17370 MJ008378 MJ057165
5549	MJ008380	shs21278
554A	MJ008381	shs14391
554C	MJ008383	shs4390 MJ008383 MJ008384
554D	MJ008385	shs21279
554F	MJ008387	shs3824		@ nnt:26089
5550	MJ008388	shs16806
5551	MJ008389	shs19239
5553	MJ008392	shs1810 shs13738 MJ008392 MJ008391	cns:2F843
5556	MJ008396	shs4394
5557	MJ008397	shs4395 u5557-ue0101 u5557-ue0102
5558	MJ008398	shs21280
555A	MJ008400	shs21281 MJ008400 MJ008401 MJ057180 u555a-ue0104 u555a-ue0105
555B	MJ008402	shs21282
555C	MJ008403	shs4392
555D	MJ008404	shs4398 MJ008404 MJ008405
555E	MJ008406	shs7633
5560	MJ008408	shs14392
5561	MJ008409	shs20308 shs14393
5563	MJ008411	shs4389	cns:2F844
5564	MJ008412	shs17372
5566	MJ008414	shs19240
557B	MJ008419	shs4404
557C	MJ008420	shs4409 MJ008420 MJ008421
557D	MJ008422	shs17374
557E	MJ008423	shs4405
557F	MJ008424	shs21283
5580	MJ008425	shs4400
5581	MJ008426	shs16807
5582	MJ008427	shs17375
5583	MJ008428	shs4410
5584	MJ008429	shs2739 shs20062 MJ008429 MJ008431 MJ008432 MJ008433 MJ008430	cns:2F845 cns:2F846	@ nnt:28607
5586	MJ008435	shs8415 MJ008435 MJ008436
5587	MJ008437	shs4412	akr:14788
5588	MJ008438	shs14394
5589	MJ008439	shs1972
558A	MJ008440	shs4402
558B	MJ008441	shs3003
558E	MJ008444	shs14395
558F	MJ008445	shs19241 MJ008445 MJ008446
5591	MJ008448	shs17376 MJ008448 MJ008449
5592	MJ008450	shs19242
5593	MJ008451	shs21284 MJ008451 MJ008452
5594	MJ008453	shs19243
5597	MJ008456	shs21285
5598	MJ008457	shs4406
5599	MJ008458	shs4399 MJ008458 MJ008460 MJ008461 MJ008459	ufa7a-kp cns:2F847
559A	MJ008462	shs1513
559C	MJ008464	shs1578 shs20091 MJ008464 MJ008465 MJ057175 u559c-ue0105 u559c-ue0106
559D	MJ008468	shs1475 shs7651 MJ008468 MJ030250	MJ030250 ufa78-kp
559E	MJ008469	shs4407 MJ008469 MJ008470
559F	MJ008471	shs4403
55A3	MJ008475	shs21286
55A4	MJ008476	shs19244
55A7	MJ008479	shs1868
55A8	MJ008480	shs4413 MJ008480 MJ008481
55A9	MJ008482	shs4411 shs7984 shs13526 MJ008482 MJ008483
55AA	MJ008484	shs2773 MJ008484 MJ057176
55AB	MJ008486	shs1636 shs13707 shs20092 MJ008486 MJ008485 MJ008487 MJ008488	cns:2F848
55AC	MJ008489	shs1700
55AD	MJ008490	shs16808
55AE	MJ008491	shs4408 MJ008491 MJ057178 MJ057167
55B0	MJ008493	shs1772 shs7664 MJ008493 MJ008494
55B2	MJ008496	shs19245
55B3	MJ008497		cns:2F849
55B6	MJ008500	shs1254
55BF	MJ008504	shs17381
55C1	MJ008506	shs21287
55C2	MJ008507	MJ008507 MJ008508	cns:2F84A
55C3	MJ008509	shs19246
55C4	MJ008510	shs4417
55C5	MJ008511	shs4415 MJ008511 MJ008512
55C6	MJ008513	shs19247
55C7	MJ008514	shs4472
55C9	MJ008516	shs17382
55CB	MJ008518	shs21288
55CC	MJ008519	shs17383
55CE	MJ008521	shs16809
55D1	MJ008525	shs17384
55D2	MJ008526	shs17378 MJ008526 MJ008527
55D3	MJ008528	shs19248
55D4	MJ008529	shs4420 MJ008529 MJ059423
55D7	MJ008532	shs21289
55D8	MJ008533	shs21290
55DA	MJ008535	shs4414
55DB	MJ008536	shs19249
55DC	MJ008537	shs4418
55DD	MJ008539	shs17385 MJ008539 MJ008538
55DE	MJ008540	shs21291 MJ008540 MJ008541
55DF	MJ008542	shs4416
55E2	MJ008546	shs17387 MJ008546 MJ008545	ufa7b-kp
55E3	MJ008547	shs2202 MJ008547 MJ008548
55E4	MJ008549	shs4419 g11 shs14114 MJ008549 MJ008550 MJ008551
55E9	MJ008556	shs17389
55F1	MJ008557	shs19252
55F6	MJ008558	shs19253
55F7	MJ008559	shs4422
55F8	MJ008560	shs19254
55F9	MJ008562	shs4427 MJ008562 MJ008561
55FD	MJ008566	shs4425
55FE	MJ008567	shs4424
55FF	MJ008568	shs21292
5605	MJ008574	shs19255 shs21293 MJ008574 MJ008576 MJ008575 MJ008577
5606	MJ008578	shs13366 shs2928 MJ008578 MJ030251	MJ030251 cns:2F84C
5607	MJ008579	shs17392
5608	MJ008580	shs14396
5609	MJ008581	shs1349 shs20093 MJ008581 MJ008582 MJ008583 u5609-ue0105
560A	MJ008585	shs21294
560D	MJ008588	shs19256
560E	MJ008589	shs14397
560F	MJ008590	shs14398
5610	MJ008591	shs17393
5611	MJ008592	shs19257
5612	MJ008593	shs19258
5614	MJ008595	shs4421 MJ008595 MJ008596
5616	MJ008598	shs4423
5617	MJ008599	shs2448
5618	MJ008600	shs1237
5619	MJ008601	shs21295
561B	MJ008603	shs4426 MJ008603 MJ008604
5620	MJ059437	shs15389
5628	MJ008609	shs17390
5629	MJ008610	shs1374 MJ008610 MJ008611
562C	MJ008615	shs19259 MJ008615 MJ008614
562F	MJ008618	shs4437
5630	MJ008619	shs17394 MJ008619 MJ008620
